Scan.Type,Scan.Date,Scan Entered into CME,Latitude,Longitude,Run.No.
Delivery,9/05/2019 12:39,9/05/2019 12:39,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:40,9/05/2019 12:41,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:40,9/05/2019 12:41,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:42,9/05/2019 12:42,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:43,9/05/2019 12:43,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:45,9/05/2019 12:45,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:46,9/05/2019 12:46,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:50,9/05/2019 12:50,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:52,9/05/2019 12:52,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:52,9/05/2019 12:53,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:54,9/05/2019 12:54,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:55,9/05/2019 12:55,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:55,9/05/2019 12:55,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:57,9/05/2019 12:57,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 12:58,9/05/2019 12:59,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 13:02,9/05/2019 13:02,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 13:03,9/05/2019 13:03,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 13:08,9/05/2019 13:08,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 14:28,9/05/2019 14:28,-41.2583585,174.7876374,WCP306  
Handover,9/05/2019 14:33,9/05/2019 14:33,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:40,9/05/2019 14:40,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:40,9/05/2019 14:40,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:43,9/05/2019 14:45,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:43,9/05/2019 14:45,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:43,9/05/2019 14:45,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:44,9/05/2019 14:45,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:44,9/05/2019 14:45,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:44,9/05/2019 14:45,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:44,9/05/2019 14:45,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:44,9/05/2019 14:45,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:44,9/05/2019 14:45,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:44,9/05/2019 14:45,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:44,9/05/2019 14:45,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:44,9/05/2019 14:45,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 14:44,9/05/2019 14:45,-41.2583585,174.7876374,WCP306  
Delivery,9/05/2019 14:48,9/05/2019 14:48,-41.2583585,174.7876374,WCP306  
Mail Acceptance,9/05/2019 15:46,9/05/2019 15:47,-41.2583585,174.7876374,WCP306  
Mail Acceptance,9/05/2019 15:47,9/05/2019 15:47,-41.2583585,174.7876374,WCP306  
Mail Acceptance,9/05/2019 15:52,9/05/2019 15:52,-41.2583585,174.7876374,WCP306  
Mail Acceptance,9/05/2019 15:52,9/05/2019 15:52,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Acceptance,9/05/2019 15:56,9/05/2019 15:56,-41.2583585,174.7876374,WCP306  
Attempted Delivery,9/05/2019 16:28,9/05/2019 16:29,-41.2583585,174.7876374,WCP306  
Mail Acceptance,9/05/2019 16:30,9/05/2019 16:31,-41.2583585,174.7876374,WCP306  
