Scan.Type,Scan.Date,Latitude,Longitude,Run.No.
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:41,,,WCP110  
Delivery,9/05/2019 4:46,,,WCP110  
Delivery,9/05/2019 4:46,,,WCP110  
Delivery,9/05/2019 4:46,,,WCP110  
Delivery,9/05/2019 4:46,,,WCP110  
Delivery,9/05/2019 4:46,,,WCP110  
Delivery,9/05/2019 4:46,,,WCP110  
Delivery,9/05/2019 4:55,,,WCP110  
Delivery,9/05/2019 4:55,,,WCP110  
Delivery,9/05/2019 4:55,,,WCP110  
Delivery,9/05/2019 4:55,,,WCP110  
Delivery,9/05/2019 4:57,,,WCP110  
Delivery,9/05/2019 4:57,,,WCP110  
Delivery,9/05/2019 4:57,,,WCP110  
Delivery,9/05/2019 4:57,,,WCP110  
Delivery,9/05/2019 4:57,,,WCP110  
Delivery,9/05/2019 5:02,,,WCP110  
Delivery,9/05/2019 5:02,,,WCP110  
Delivery,9/05/2019 5:02,,,WCP110  
Delivery,9/05/2019 5:02,,,WCP110  
Delivery,9/05/2019 5:02,,,WCP110  
Delivery,9/05/2019 5:03,,,WCP110  
Delivery,9/05/2019 5:03,,,WCP110  
Delivery,9/05/2019 5:03,,,WCP110  
Delivery,9/05/2019 5:03,,,WCP110  
Delivery,9/05/2019 5:03,,,WCP110  
Delivery,9/05/2019 5:03,,,WCP110  
Delivery,9/05/2019 5:03,,,WCP110  
Delivery,9/05/2019 5:03,,,WCP110  
Delivery,9/05/2019 5:03,,,WCP110  
Delivery,9/05/2019 5:03,,,WCP110  
Delivery,9/05/2019 5:03,,,WCP110  
Delivery,9/05/2019 5:03,,,WCP110  
Delivery,9/05/2019 5:03,,,WCP110  
Acceptance,9/05/2019 5:04,,,WCP110  
Delivery,9/05/2019 5:07,,,WCP107  
Delivery,9/05/2019 5:07,,,WCP107  
Delivery,9/05/2019 5:07,,,WCP107  
Delivery,9/05/2019 5:07,,,WCP107  
Delivery,9/05/2019 5:07,,,WCP107  
Delivery,9/05/2019 5:08,,,WCP110  
Delivery,9/05/2019 5:08,,,WCP110  
Delivery,9/05/2019 5:08,,,WCP110  
Delivery,9/05/2019 5:08,,,WCP110  
Delivery,9/05/2019 5:08,,,WCP110  
Delivery,9/05/2019 5:08,,,WCP110  
Delivery,9/05/2019 5:08,,,WCP110  
Delivery,9/05/2019 5:08,,,WCP110  
Delivery,9/05/2019 5:08,,,WCP110  
Delivery,9/05/2019 5:15,,,WCP110  
Delivery,9/05/2019 5:15,,,WCP110  
Delivery,9/05/2019 5:15,,,WCP110  
Delivery,9/05/2019 5:16,,,WCP110  
Delivery,9/05/2019 5:16,,,WCP110  
Delivery,9/05/2019 5:16,,,WCP110  
Delivery,9/05/2019 5:16,,,WCP110  
Delivery,9/05/2019 5:16,,,WCP107  
Delivery,9/05/2019 5:16,,,WCP107  
Delivery,9/05/2019 5:17,,,WCP107  
Delivery,9/05/2019 5:17,,,WCP107  
Delivery,9/05/2019 5:17,,,WCP107  
Delivery,9/05/2019 5:22,,,WCP107  
Delivery,9/05/2019 5:22,,,WCP107  
Delivery,9/05/2019 5:22,,,WCP107  
Delivery,9/05/2019 5:24,,,WCP107  
Delivery,9/05/2019 5:24,,,WCP107  
Delivery,9/05/2019 5:24,,,WCP107  
Delivery,9/05/2019 5:25,,,WCP107  
Delivery,9/05/2019 5:25,,,WCP107  
Delivery,9/05/2019 5:25,,,WCP110  
Delivery,9/05/2019 5:25,,,WCP110  
Delivery,9/05/2019 5:25,,,WCP110  
Delivery,9/05/2019 5:26,,,WCP110  
Delivery,9/05/2019 5:27,,,WCP110  
Delivery,9/05/2019 5:28,,,WCP110  
Delivery,9/05/2019 5:28,,,WCP110  
Delivery,9/05/2019 5:28,,,WCP110  
Delivery,9/05/2019 5:28,,,WCP110  
Delivery,9/05/2019 5:28,,,WCP110  
Delivery,9/05/2019 5:29,,,WCP107  
Delivery,9/05/2019 5:29,,,WCP107  
Delivery,9/05/2019 5:30,,,WCP107  
Acceptance,9/05/2019 5:30,,,WCP110  
Delivery,9/05/2019 5:30,,,WCP107  
Delivery,9/05/2019 5:30,,,WCP107  
Delivery,9/05/2019 5:30,,,WCP107  
Delivery,9/05/2019 5:33,,,WCP110  
Delivery,9/05/2019 5:33,,,WCP110  
Delivery,9/05/2019 5:33,,,WCP110  
Delivery,9/05/2019 5:33,,,WCP110  
Delivery,9/05/2019 5:33,,,WCP110  
Delivery,9/05/2019 5:35,,,WCP110  
Delivery,9/05/2019 5:35,,,WCP110  
Delivery,9/05/2019 5:35,,,WCP110  
Delivery,9/05/2019 5:35,,,WCP110  
Delivery,9/05/2019 5:37,,,WCP107  
Delivery,9/05/2019 5:37,,,WCP107  
Delivery,9/05/2019 5:37,,,WCP107  
Delivery,9/05/2019 5:37,,,WCP107  
Delivery,9/05/2019 5:37,,,WCP107  
Delivery,9/05/2019 5:37,,,WCP107  
Delivery,9/05/2019 5:37,,,WCP107  
Delivery,9/05/2019 5:37,,,WCP107  
Delivery,9/05/2019 5:38,,,WCP107  
Delivery,9/05/2019 5:38,,,WCP107  
Delivery,9/05/2019 5:38,,,WCP107  
Delivery,9/05/2019 5:39,,,WCP110  
Delivery,9/05/2019 5:40,,,WCP110  
Delivery,9/05/2019 5:40,,,WCP110  
Delivery,9/05/2019 5:40,,,WCP110  
Delivery,9/05/2019 5:40,,,WCP110  
Delivery,9/05/2019 5:40,,,WCP110  
Delivery,9/05/2019 5:40,,,WCP110  
Delivery,9/05/2019 5:41,,,WCP110  
Delivery,9/05/2019 5:41,,,WCP103  
Delivery,9/05/2019 5:41,,,WCP103  
Delivery,9/05/2019 5:41,,,WCP110  
Delivery,9/05/2019 5:41,,,WCP103  
Delivery,9/05/2019 5:41,,,WCP103  
Delivery,9/05/2019 5:41,,,WCP103  
Delivery,9/05/2019 5:41,,,WCP110  
Delivery,9/05/2019 5:41,,,WCP103  
Delivery,9/05/2019 5:41,,,WCP103  
Delivery,9/05/2019 5:41,,,WCP110  
Delivery,9/05/2019 5:41,,,WCP103  
Delivery,9/05/2019 5:41,,,WCP103  
Delivery,9/05/2019 5:42,,,WCP103  
Delivery,9/05/2019 5:42,,,WCP103  
Delivery,9/05/2019 5:42,,,WCP103  
Delivery,9/05/2019 5:42,,,WCP103  
Delivery,9/05/2019 5:42,,,WCP103  
Delivery,9/05/2019 5:42,,,WCP103  
Delivery,9/05/2019 5:42,,,WCP103  
Delivery,9/05/2019 5:42,,,WCP103  
Acceptance,9/05/2019 5:42,,,WCP110  
Acceptance,9/05/2019 5:42,,,WCP110  
Acceptance,9/05/2019 5:42,,,WCP110  
Acceptance,9/05/2019 5:42,,,WCP110  
Acceptance,9/05/2019 5:42,,,WCP110  
Delivery,9/05/2019 5:42,,,WCP103  
Delivery,9/05/2019 5:42,,,WCP103  
Acceptance,9/05/2019 5:42,,,WCP110  
Acceptance,9/05/2019 5:42,,,WCP110  
Delivery,9/05/2019 5:43,,,WCP103  
Delivery,9/05/2019 5:43,,,WCP107  
Delivery,9/05/2019 5:44,,,WCP107  
Delivery,9/05/2019 5:44,,,WCP107  
Delivery,9/05/2019 5:44,,,WCP107  
Delivery,9/05/2019 5:44,,,WCP107  
Delivery,9/05/2019 5:44,,,WCP107  
Delivery,9/05/2019 5:44,,,WCP110  
Delivery,9/05/2019 5:44,,,WCP110  
Delivery,9/05/2019 5:44,,,WCP110  
Delivery,9/05/2019 5:44,,,WCP110  
Delivery,9/05/2019 5:44,,,WCP110  
Delivery,9/05/2019 5:45,,,WCP110  
Delivery,9/05/2019 5:45,,,WCP110  
Delivery,9/05/2019 5:45,,,WCP110  
Delivery,9/05/2019 5:46,,,WCP103  
Delivery,9/05/2019 5:46,,,WCP103  
Delivery,9/05/2019 5:47,,,WCP103  
Delivery,9/05/2019 5:47,,,WCP103  
Delivery,9/05/2019 5:47,,,WCP103  
Delivery,9/05/2019 5:47,,,WCP103  
Delivery,9/05/2019 5:47,,,WCP103  
Delivery,9/05/2019 5:47,,,WCP103  
Delivery,9/05/2019 5:47,,,WCP103  
Delivery,9/05/2019 5:47,,,WCP103  
Delivery,9/05/2019 5:47,,,WCP103  
Delivery,9/05/2019 5:47,,,WCP103  
Delivery,9/05/2019 5:47,,,WCP103  
Delivery,9/05/2019 5:47,,,WCP103  
Delivery,9/05/2019 5:48,,,WCP103  
Delivery,9/05/2019 5:48,,,WCP103  
Delivery,9/05/2019 5:48,,,WCP103  
Delivery,9/05/2019 5:48,,,WCP103  
Delivery,9/05/2019 5:48,,,WCP103  
Delivery,9/05/2019 5:48,,,WCP103  
Delivery,9/05/2019 5:48,,,WCP103  
Delivery,9/05/2019 5:48,,,WCP103  
Delivery,9/05/2019 5:51,,,WCP103  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2856489,174.7774105,WCP111  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,,,WCP110  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2856489,174.7774105,WCP111  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2856489,174.7774105,WCP111  
Delivery,9/05/2019 5:52,,,WCP103  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,,,WCP110  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:52,,,WCP110  
Delivery,9/05/2019 5:52,,,WCP110  
Delivery,9/05/2019 5:52,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,,,WCP110  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,,,WCP103  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,,,WCP103  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2856489,174.7774105,WCP111  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,,,WCP103  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2874373,174.775453,WCP111  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,,,WCP103  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,,,WCP107  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,,,WCP107  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,,,WCP110  
Delivery,9/05/2019 5:53,,,WCP107  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,,,WCP110  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,,,WCP110  
Delivery,9/05/2019 5:53,,,WCP107  
Delivery,9/05/2019 5:53,,,WCP110  
Delivery,9/05/2019 5:53,,,WCP110  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,,,WCP110  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:53,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Delivery,9/05/2019 5:54,-41.2867968,174.7751268,WCP111  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:54,-41.2867968,174.7751268,WCP111  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Delivery,9/05/2019 5:54,-41.2584353,174.7879296,WCP115  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Delivery,9/05/2019 5:54,,,WCP107  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Acceptance,9/05/2019 5:54,,,WCP110  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Acceptance,9/05/2019 5:54,,,WCP110  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Acceptance,9/05/2019 5:54,-41.2583508,174.7877444,WCP109  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:54,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Acceptance,9/05/2019 5:55,-41.2583508,174.7877444,WCP109  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Acceptance,9/05/2019 5:55,-41.2583508,174.7877444,WCP109  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Acceptance,9/05/2019 5:55,-41.2583508,174.7877444,WCP109  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,,,WCP107  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,,,WCP107  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,-41.2584352,174.7879298,WCP115  
Delivery,9/05/2019 5:55,,,WCP107  
Delivery,9/05/2019 5:55,,,WCP107  
Delivery,9/05/2019 5:55,,,WCP107  
Delivery,9/05/2019 5:55,,,WCP107  
Delivery,9/05/2019 5:55,,,WCP110  
Delivery,9/05/2019 5:55,,,WCP110  
Delivery,9/05/2019 5:55,,,WCP110  
Delivery,9/05/2019 5:56,,,WCP110  
Delivery,9/05/2019 5:56,,,WCP110  
Delivery,9/05/2019 5:58,,,WCP103  
Delivery,9/05/2019 5:58,,,WCP103  
Delivery,9/05/2019 5:58,,,WCP103  
Delivery,9/05/2019 5:58,-41.2867968,174.7751268,WCP111  
Delivery,9/05/2019 5:58,-41.2867968,174.7751268,WCP111  
Delivery,9/05/2019 5:58,-41.2867968,174.7751268,WCP111  
Delivery,9/05/2019 5:59,-41.2867968,174.7751268,WCP111  
Delivery,9/05/2019 5:59,-41.2867968,174.7751268,WCP111  
Delivery,9/05/2019 5:59,-41.2867968,174.7751268,WCP111  
Delivery,9/05/2019 5:59,-41.2867968,174.7751268,WCP111  
Delivery,9/05/2019 5:59,-41.2867968,174.7751268,WCP111  
Delivery,9/05/2019 5:59,-41.2867968,174.7751268,WCP111  
